UUID,host,gpu,workload,vram_gb,power_mean,power_std,power_p5,power_p95,temp_mean,mem_temp_mean,n
GPU-anon-0015,node-2,2,computer_vision,3.24609375,149.08537552624193,0.047713977087553115,149.031,149.162,33.99835612044425,39.053887173730004,24941
GPU-anon-0016,node-1,2,llm_inference,60.7109375,127.03605155417759,0.060934770328716074,126.955,127.13,39.00047698545195,42.878607202480325,25158
GPU-anon-0017,node-2,0,voice_ai,70.7890625,151.37534080865652,6.097362994316144,149.103,154.401,38.04472803865692,44.93396109527939,24213
GPU-anon-0018,node-1,0,other,72.97265625,131.10730491295016,0.08401229048542831,131.017,131.209,44.99018204944749,48.988234358852054,25158
GPU-anon-0019,node-2,5,other,76.20703125,151.92131919948457,4.559698960001111,151.595,152.62435,36.069984698397356,42.03994523636949,24834
GPU-anon-0020,node-2,4,other,76.208984375,155.38415797317438,4.41554528386792,154.949,156.30669999999998,40.11213598098844,46.18419462681758,24827
GPU-anon-0021,node-2,6,other,77.1484375,153.33626294053968,0.05815379798056736,153.253,153.436,37.28282747283589,44.139409005252396,24941
